Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Eye L/R;AOI Name;AOI Group;AOI Scope;AOI Order;AOI Size [px];AOI Coverage [%];Time to First Appearance [ms];Appearance Count;Visible Time [ms];Visible Time [%];Entry Time [ms];Sequence;Net Dwell Time [ms];Dwell Time [ms];Normalized Dwell [ms/Coverage];Glance Duration [ms];Diversion Duration [ms];First Fixation Duration [ms];Glances Count;Revisits;Fixation Count;Net Dwell Time [%];Dwell Time [%];Fixation Time [ms];Fixation Time [%];Average Fixation Duration [ms]
Trial009;13_psan_f.jpg;0.0;9990.4;MD215;DarkTurquoise;Right;neutral;;Local;3;119584;6.8;0.0;1;9990.4;100.0;3892.5;4;1518.2;1493.2;22026.1;1526.6;1568.3;659.0;1.0;0.0;4.0;15.2;14.9;1468.1;14.7;367.0
Trial004;13_psan_f.jpg;0.0;10002.1;MD216;DarkViolet;Right;neutral;;Local;3;119584;6.8;0.0;1;10002.1;100.0;1743.8;5;7899.7;7874.6;116158.6;7999.6;8032.9;342.0;3.0;2.0;19.0;79.0;78.7;7699.2;77.0;405.2
Trial004;13_psan_f.jpg;0.0;9993.9;WD206;DeepPink;Right;neutral;;Local;3;119584;6.8;0.0;1;9993.9;100.0;1084.9;4;1026.1;826.1;12185.8;1168.1;1318.0;158.5;5.0;4.0;5.0;10.3;8.3;826.1;8.3;165.2
Trial003;13_psan_f.jpg;0.0;9997.3;WD207;DeepSkyBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.3;100.0;1858.9;4;2669.3;2561.0;37778.1;2719.5;2869.7;225.2;3.0;2.0;13.0;26.7;25.6;2360.7;23.6;181.6
Trial007;13_psan_f.jpg;0.0;9995.5;WD208;DimGray;Right;neutral;;Local;3;119584;6.8;0.0;1;9995.5;100.0;2621.2;4;1943.6;1743.6;25719.9;1893.7;2052.1;500.6;3.0;2.0;6.0;19.4;17.4;1718.7;17.2;286.5
Trial009;13_psan_f.jpg;0.0;9990.0;MD217;DodgerBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9990.0;100.0;2956.8;4;2761.2;2719.4;40114.7;2869.6;2961.3;233.6;3.0;2.0;10.0;27.6;27.2;2661.1;26.6;266.1
Trial002;13_psan_f.jpg;0.0;9999.5;WD209;Firebrick;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.5;100.0;2642.0;4;2177.4;2102.0;31007.3;2194.0;2252.5;208.5;2.0;1.0;6.0;21.8;21.0;2068.7;20.7;344.8
Trial002;13_psan_f.jpg;0.0;9994.1;WD211;ForestGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.1;100.0;962.9;4;2636.2;2352.4;34700.4;2586.0;2819.6;126.7;4.0;3.0;12.0;26.4;23.5;2003.3;20.0;166.9
Trial001;13_psan_f.jpg;0.0;9996.3;WD211 (1);Gainsboro;Right;neutral;;Local;3;119584;6.8;0.0;1;9996.3;100.0;1337.6;4;1334.7;1293.0;19072.5;1343.1;1418.2;191.9;2.0;1.0;5.0;13.4;12.9;1267.8;12.7;253.6
Trial006;13_psan_f.jpg;0.0;9997.5;WD212;Gold;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.5;100.0;1046.7;3;1518.2;1476.5;21779.6;1518.1;1643.2;133.4;2.0;1.0;5.0;15.2;14.8;1451.4;14.5;290.3
Trial010;13_psan_f.jpg;0.0;9993.6;WD213;Goldenrod;Right;neutral;;Local;3;119584;6.8;0.0;1;9993.6;100.0;1334.8;4;2069.0;1927.0;28425.0;2235.6;2377.3;258.6;4.0;3.0;7.0;20.7;19.3;1876.8;18.8;268.1
Trial012;13_psan_f.jpg;0.0;9994.9;WD214;Gray;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.9;100.0;1219.1;3;1142.8;867.7;12799.1;1126.3;1359.8;125.1;5.0;4.0;5.0;11.4;8.7;867.7;8.7;173.5
Trial010;13_psan_f.jpg;0.0;9998.6;WD215;Green;Right;neutral;;Local;3;119584;6.8;0.0;1;9998.6;100.0;2891.3;4;2377.6;2360.8;34824.8;2444.2;2510.9;275.2;2.0;1.0;6.0;23.8;23.6;2310.5;23.1;385.1
Trial008;13_psan_f.jpg;0.0;9997.2;WD216;GreenYellow;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.2;100.0;3106.8;4;825.8;583.9;8612.9;834.2;851.0;141.7;1.0;0.0;3.0;8.3;5.8;567.1;5.7;189.0
Trial005;13_psan_f.jpg;0.0;9992.8;WD218;HotPink;Right;neutral;;Local;3;119584;6.8;0.0;1;9992.8;100.0;1926.2;5;1234.5;1209.6;17842.5;1268.0;1318.0;367.1;1.0;0.0;3.0;12.4;12.1;1192.9;11.9;397.6
Trial012;13_psan_f.jpg;0.0;9999.6;WD219;IndianRed;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.6;100.0;2992.5;3;4070.8;2202.2;32484.3;2552.5;4571.2;108.4;1.0;0.0;5.0;40.7;22.0;500.3;5.0;100.1
Trial011;13_psan_f.jpg;0.0;9998.7;WD220;Indigo;Right;neutral;;Local;3;119584;6.8;0.0;1;9998.7;100.0;3804.2;5;959.4;759.1;11197.2;867.6;1084.5;483.9;2.0;1.0;2.0;9.6;7.6;759.1;7.6;379.5
Trial011;13_psan_f.jpg;0.0;9997.5;WD221;Khaki;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.5;100.0;5000.6;5;3887.2;3837.3;56604.2;3895.7;3937.5;392.1;1.0;0.0;14.0;38.9;38.4;3487.1;34.9;249.1
Trial010;13_psan_f.jpg;0.0;9998.5;WD222;LawnGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9998.5;100.0;1956.7;4;1635.1;1593.4;23503.7;1701.7;1768.5;517.3;2.0;1.0;5.0;16.4;15.9;1568.4;15.7;313.7
Trial009;13_psan_f.jpg;0.0;9993.0;WD223;LightBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9993.0;100.0;2885.8;5;2852.9;2761.2;40731.2;2853.0;2994.7;150.2;2.0;1.0;10.0;28.5;27.6;2694.7;27.0;269.5
Trial009;13_psan_f.jpg;0.0;10000.5;WD224;LightCoral;Right;neutral;;Local;3;119584;6.8;0.0;1;10000.5;100.0;2576.2;4;759.1;734.1;10829.0;767.5;809.1;191.9;1.0;0.0;2.0;7.6;7.3;725.7;7.3;362.9
Trial009;13_psan_f.jpg;0.0;9994.8;WD225;LightGray;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.8;100.0;1302.5;4;7149.1;7023.9;103611.2;7240.9;7357.7;216.9;4.0;3.0;19.0;71.5;70.3;6815.1;68.2;358.7
Trial002;13_psan_f.jpg;0.0;9999.8;WD226;LightGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.8;100.0;5586.9;5;2119.0;2085.4;30761.6;2252.3;2319.1;133.5;3.0;2.0;8.0;21.2;20.9;2043.8;20.4;255.5
Trial011;13_psan_f.jpg;0.0;9995.7;WD227;LightPink;Right;neutral;;Local;3;119584;6.8;0.0;1;9995.7;100.0;1353.5;4;1359.8;1326.4;19565.9;1418.3;1535.1;141.8;2.0;1.0;5.0;13.6;13.3;1301.3;13.0;260.3
Trial009;13_psan_f.jpg;0.0;2648.8;WD228;LightSalmon;Right;neutral;;Local;3;119584;6.8;0.0;1;2648.8;100.0;1030.5;4;1643.4;1618.3;23872.0;1660.1;1660.1;792.5;1.0;0.0;3.0;62.0;61.1;1601.7;60.5;533.9
Trial008;13_psan_f.jpg;0.0;9999.6;WD229;LightSeaGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.6;100.0;2033.0;4;4496.2;4471.2;65956.0;4621.4;4721.4;233.6;2.0;1.0;17.0;45.0;44.7;4296.0;43.0;252.7
Trial007;13_psan_f.jpg;0.0;9993.8;WD230;LightSkyBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9993.8;100.0;1777.1;4;4988.4;4730.0;69773.6;4863.6;4913.7;91.7;2.0;1.0;17.0;49.9;47.3;4304.3;43.1;253.2
Trial007;13_psan_f.jpg;0.0;9992.8;WD231;LightSlateGray;Right;neutral;;Local;3;119584;6.8;0.0;1;9992.8;100.0;2952.3;4;2877.9;2819.5;41591.4;2902.9;2944.7;83.4;2.0;1.0;9.0;28.8;28.2;2686.1;26.9;298.5
Trial004;13_psan_f.jpg;0.0;9997.1;WD232;LightSteelBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.1;100.0;5367.4;5;2819.5;2802.8;41344.1;2861.1;2936.3;158.5;1.0;0.0;11.0;28.2;28.0;2435.4;24.4;221.4
Trial005;13_psan_f.jpg;0.0;9998.2;WD233;Lime;Right;neutral;;Local;3;119584;6.8;0.0;1;9998.2;100.0;3766.7;4;1835.2;1635.1;24119.5;1768.5;2035.5;191.9;3.0;2.0;5.0;18.4;16.4;1618.4;16.2;323.7
Trial012;13_psan_f.jpg;0.0;9995.5;MD201;Coral;Right;happy;;Local;4;119584;6.8;0.0;1;9995.5;100.0;243.5;2;392.1;358.6;5289.8;383.7;442.2;358.6;1.0;0.0;1.0;3.9;3.6;358.6;3.6;358.6
Trial012;13_psan_f.jpg;0.0;9999.3;MB202;CornflowerBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9999.3;100.0;1941.0;3;2394.1;2277.4;33594.8;2369.2;2385.8;242.0;2.0;1.0;10.0;23.9;22.8;2035.5;20.4;203.6
Trial006;13_psan_f.jpg;0.0;9995.8;WD201;Crimson;Right;happy;;Local;4;119584;6.8;0.0;1;9995.8;100.0;-;-;1142.9;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;11.4;0.0;0.0;0.0;0.0
Trial012;13_psan_f.jpg;0.0;9997.2;MB203;Cyan;Right;happy;;Local;4;119584;6.8;0.0;1;9997.2;100.0;228.8;2;3236.6;3194.9;47128.4;3261.7;3336.8;150.1;2.0;1.0;11.0;32.4;32.0;3069.9;30.7;279.1
Trial003;13_psan_f.jpg;0.0;9989.6;MD204;DarkBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9989.6;100.0;254.5;2;5489.2;5480.7;80846.1;5589.3;5656.0;250.2;2.0;1.0;18.0;54.9;54.9;4954.4;49.6;275.2
Trial011;13_psan_f.jpg;0.0;9998.3;MD205;DarkCyan;Right;happy;;Local;4;119584;6.8;0.0;1;9998.3;100.0;271.6;2;1234.6;1076.1;15873.2;1468.1;1752.3;83.4;3.0;2.0;5.0;12.3;10.8;1059.5;10.6;211.9
Trial009;13_psan_f.jpg;0.0;9996.6;MD206;DarkGoldenrod;Right;happy;;Local;4;119584;6.8;0.0;1;9996.6;100.0;261.5;2;1393.3;1351.3;19933.8;1459.8;1585.0;200.2;2.0;1.0;5.0;13.9;13.5;1309.9;13.1;262.0
Trial008;13_psan_f.jpg;0.0;9995.6;MDP207;DarkGray;Right;happy;;Local;4;119584;6.8;0.0;1;9995.6;100.0;243.9;1;1893.5;1810.2;26702.8;2198.0;2339.6;191.9;3.0;2.0;7.0;18.9;18.1;1768.4;17.7;252.6
Trial005;13_psan_f.jpg;0.0;9992.8;WD202;DarkGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9992.8;100.0;1708.9;5;3211.6;3170.0;46761.7;3295.1;3461.9;150.1;3.0;2.0;7.0;32.1;31.7;3136.6;31.4;448.1
Trial002;13_psan_f.jpg;0.0;9994.2;MD208;DarkKhaki;Right;happy;;Local;4;119584;6.8;0.0;1;9994.2;100.0;718.1;3;3003.1;2844.5;41960.1;3078.0;3336.5;116.7;4.0;3.0;14.0;30.0;28.5;2685.7;26.9;191.8
Trial006;13_psan_f.jpg;0.0;9997.0;WD203;DarkMagenta;Right;happy;;Local;4;119584;6.8;0.0;1;9997.0;100.0;237.0;2;7157.3;7007.2;103364.3;7132.4;7207.5;425.5;2.0;1.0;12.0;71.6;70.1;6882.2;68.8;573.5
Trial008;13_psan_f.jpg;0.0;9993.1;MD211;DarkOliveGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9993.1;100.0;2310.2;5;3161.5;3094.8;45651.1;3169.8;3244.9;108.5;3.0;2.0;5.0;31.6;31.0;3078.0;30.8;615.6
Trial011;13_psan_f.jpg;0.0;9996.5;WD204;DarkOrange;Right;happy;;Local;4;119584;6.8;0.0;1;9996.5;100.0;595.2;3;1318.1;1209.5;17842.1;1301.4;1409.9;225.2;2.0;1.0;5.0;13.2;12.1;1184.6;11.8;236.9
Trial005;13_psan_f.jpg;0.0;9995.1;MD212;DarkOrchid;Right;happy;;Local;4;119584;6.8;0.0;1;9995.1;100.0;543.9;3;3737.2;3653.8;53897.3;3728.7;3853.7;300.2;2.0;1.0;13.0;37.4;36.6;3194.9;32.0;245.8
Trial012;13_psan_f.jpg;0.0;9996.4;WD205;DarkRed;Right;happy;;Local;4;119584;6.8;0.0;1;9996.4;100.0;1596.1;3;2210.7;2177.2;32115.8;2260.6;2369.2;91.8;2.0;1.0;11.0;22.1;21.8;2026.9;20.3;184.3
Trial005;13_psan_f.jpg;0.0;9992.0;MD213;DarkSalmon;Right;happy;;Local;4;119584;6.8;0.0;1;9992.0;100.0;257.0;2;1643.3;1451.3;21408.7;1643.2;1935.2;200.2;3.0;2.0;6.0;16.4;14.5;1426.5;14.3;237.7
Trial011;13_psan_f.jpg;0.0;10001.0;MD208 (1);DarkSeaGreen;Right;happy;;Local;4;119584;6.8;0.0;1;10001.0;100.0;216.0;2;3136.5;3036.8;44796.6;3145.2;3270.2;208.5;3.0;2.0;10.0;31.4;30.4;2978.4;29.8;297.8
Trial003;13_psan_f.jpg;0.0;9996.9;MD209;DarkSlateBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9996.9;100.0;437.0;3;2277.3;2235.5;32976.6;2335.7;2711.2;358.7;2.0;1.0;6.0;22.8;22.4;2202.3;22.0;367.0
Trial007;13_psan_f.jpg;0.0;9996.5;MD214;DarkSlateGray;Right;happy;;Local;4;119584;6.8;0.0;1;9996.5;100.0;232.9;2;667.3;325.4;4799.8;383.8;759.1;100.1;1.0;0.0;2.0;6.7;3.3;217.0;2.2;108.5
Trial009;13_psan_f.jpg;0.0;9990.4;MD215;DarkTurquoise;Right;happy;;Local;4;119584;6.8;0.0;1;9990.4;100.0;222.2;2;1810.2;1793.4;26454.9;1826.8;1868.5;225.2;1.0;0.0;5.0;18.1;18.0;1760.0;17.6;352.0
Trial004;13_psan_f.jpg;0.0;10002.1;MD216;DarkViolet;Right;happy;;Local;4;119584;6.8;0.0;1;10002.1;100.0;200.6;2;467.1;458.7;6767.0;492.1;525.5;458.7;1.0;0.0;1.0;4.7;4.6;458.7;4.6;458.7
Trial004;13_psan_f.jpg;0.0;9993.9;WD206;DeepPink;Right;happy;;Local;4;119584;6.8;0.0;1;9993.9;100.0;342.3;2;2903.2;2769.6;40855.3;3194.8;3420.1;191.9;6.0;5.0;10.0;29.1;27.7;2736.2;27.4;273.6
Trial003;13_psan_f.jpg;0.0;9997.3;WD207;DeepSkyBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9997.3;100.0;265.6;2;2410.8;2335.5;34451.8;2410.6;2560.8;191.9;3.0;2.0;7.0;24.1;23.4;2276.9;22.8;325.3
Trial007;13_psan_f.jpg;0.0;9995.5;WD208;DimGray;Right;happy;;Local;4;119584;6.8;0.0;1;9995.5;100.0;327.3;2;2310.6;2218.9;32731.4;2339.9;2465.0;183.5;3.0;2.0;10.0;23.1;22.2;2085.5;20.9;208.6
Trial009;13_psan_f.jpg;0.0;9990.0;MD217;DodgerBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9990.0;100.0;229.0;2;3603.7;3570.5;52668.5;3595.5;3713.2;258.6;3.0;2.0;10.0;36.1;35.7;3486.9;34.9;348.7
Trial002;13_psan_f.jpg;0.0;9999.5;WD209;Firebrick;Right;happy;;Local;4;119584;6.8;0.0;1;9999.5;100.0;439.7;2;2661.0;2369.2;34948.0;2594.4;2736.2;625.6;3.0;2.0;8.0;26.6;23.7;2319.0;23.2;289.9
Trial002;13_psan_f.jpg;0.0;9994.1;WD211;ForestGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9994.1;100.0;228.8;2;1101.1;959.1;14148.4;1084.3;1317.9;275.2;3.0;2.0;4.0;11.0;9.6;942.4;9.4;235.6
Trial001;13_psan_f.jpg;0.0;9996.3;WD211 (1);Gainsboro;Right;happy;;Local;4;119584;6.8;0.0;1;9996.3;100.0;228.1;2;6031.2;5756.0;84908.0;5939.5;6198.0;141.9;4.0;3.0;22.0;60.3;57.6;5522.5;55.2;251.0
Trial006;13_psan_f.jpg;0.0;9997.5;WD212;Gold;Right;happy;;Local;4;119584;6.8;0.0;1;9997.5;100.0;2514.8;5;417.0;408.8;6029.7;433.9;483.9;91.8;1.0;0.0;3.0;4.2;4.1;375.4;3.8;125.1
Trial010;13_psan_f.jpg;0.0;9993.6;WD213;Goldenrod;Right;happy;;Local;4;119584;6.8;0.0;1;9993.6;100.0;275.4;2;2227.4;2118.9;31255.8;2285.7;2485.9;433.8;3.0;2.0;7.0;22.3;21.2;2060.3;20.6;294.3
Trial012;13_psan_f.jpg;0.0;9994.9;WD214;Gray;Right;happy;;Local;4;119584;6.8;0.0;1;9994.9;100.0;368.2;1;4129.3;3987.3;58816.9;4304.4;4613.1;508.8;5.0;4.0;9.0;41.3;39.9;3953.8;39.6;439.3
Trial010;13_psan_f.jpg;0.0;9998.6;WD215;Green;Right;happy;;Local;4;119584;6.8;0.0;1;9998.6;100.0;221.9;2;2452.5;2411.0;35564.3;2486.0;2611.1;533.9;2.0;1.0;6.0;24.5;24.1;2377.5;23.8;396.3
Trial008;13_psan_f.jpg;0.0;9997.2;WD216;GreenYellow;Right;happy;;Local;4;119584;6.8;0.0;1;9997.2;100.0;228.9;2;1543.2;1518.2;22395.1;1543.3;1585.0;250.2;1.0;0.0;6.0;15.4;15.2;1476.4;14.8;246.1
Trial005;13_psan_f.jpg;0.0;9992.8;WD218;HotPink;Right;happy;;Local;4;119584;6.8;0.0;1;9992.8;100.0;566.4;3;2503.4;2260.5;33345.4;2551.8;2869.1;241.9;6.0;5.0;10.0;25.1;22.6;2227.1;22.3;222.7
Trial012;13_psan_f.jpg;0.0;9999.6;WD219;IndianRed;Right;happy;;Local;4;119584;6.8;0.0;1;9999.6;100.0;206.2;2;1468.3;1076.0;15871.9;1176.0;1418.0;158.5;1.0;0.0;8.0;14.7;10.8;850.9;8.5;106.4
Trial011;13_psan_f.jpg;0.0;9998.7;WD220;Indigo;Right;happy;;Local;4;119584;6.8;0.0;1;9998.7;100.0;509.2;2;2502.8;2319.0;34207.9;2506.7;2823.8;275.3;4.0;3.0;10.0;25.0;23.2;2228.4;22.3;222.8
Trial011;13_psan_f.jpg;0.0;9997.5;WD221;Khaki;Right;happy;;Local;4;119584;6.8;0.0;1;9997.5;100.0;195.7;2;1284.7;1159.5;17103.6;1251.2;1409.7;183.5;3.0;2.0;6.0;12.9;11.6;1126.0;11.3;187.7
Trial010;13_psan_f.jpg;0.0;9998.5;WD222;LawnGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9998.5;100.0;246.7;2;1802.0;1751.9;25842.8;1843.7;1935.3;200.2;2.0;1.0;7.0;18.0;17.5;1710.3;17.1;244.3
Trial009;13_psan_f.jpg;0.0;9993.0;WD223;LightBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9993.0;100.0;375.0;3;1526.6;1468.1;21655.6;1526.6;1668.5;542.2;2.0;1.0;4.0;15.3;14.7;1451.4;14.5;362.9
Trial009;13_psan_f.jpg;0.0;10000.5;WD224;LightCoral;Right;happy;;Local;4;119584;6.8;0.0;1;10000.5;100.0;782.6;3;6615.2;6506.8;95982.0;6765.4;6815.5;200.2;2.0;1.0;11.0;66.1;65.1;6372.7;63.7;579.3
Trial009;13_psan_f.jpg;0.0;9994.8;WD225;LightGray;Right;happy;;Local;4;119584;6.8;0.0;1;9994.8;100.0;318.1;2;884.3;800.9;11814.4;867.7;984.3;225.3;2.0;1.0;4.0;8.8;8.0;750.9;7.5;187.7
Trial002;13_psan_f.jpg;0.0;9999.8;WD226;LightGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9999.8;100.0;256.3;2;3320.0;3295.1;48606.0;3378.4;3637.2;158.5;2.0;1.0;10.0;33.2;33.0;3220.1;32.2;322.0
Trial011;13_psan_f.jpg;0.0;9995.7;WD227;LightPink;Right;happy;;Local;4;119584;6.8;0.0;1;9995.7;100.0;344.1;2;1943.7;1893.6;27932.6;2052.1;2269.0;183.5;3.0;2.0;7.0;19.4;18.9;1860.2;18.6;265.7
Trial009;13_psan_f.jpg;0.0;2648.8;WD228;LightSalmon;Right;happy;;Local;4;119584;6.8;0.0;1;2648.8;100.0;221.3;2;342.0;308.6;4552.2;350.2;392.0;108.5;1.0;0.0;2.0;12.9;11.7;258.6;9.8;129.3
Trial008;13_psan_f.jpg;0.0;9999.6;WD229;LightSeaGreen;Right;happy;;Local;4;119584;6.8;0.0;1;9999.6;100.0;1107.0;2;1318.1;1234.6;18211.8;1376.3;1493.2;242.0;2.0;1.0;7.0;13.2;12.3;1159.7;11.6;165.7
Trial007;13_psan_f.jpg;0.0;9993.8;WD230;LightSkyBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9993.8;100.0;275.5;2;1159.3;1059.4;15627.9;1209.5;1326.5;83.5;2.0;1.0;5.0;11.6;10.6;967.5;9.7;193.5
Trial007;13_psan_f.jpg;0.0;9992.8;WD231;LightSlateGray;Right;happy;;Local;4;119584;6.8;0.0;1;9992.8;100.0;299.6;2;1876.9;1835.0;27069.0;1926.9;2043.8;233.5;2.0;1.0;6.0;18.8;18.4;1801.8;18.0;300.3
Trial004;13_psan_f.jpg;0.0;9997.1;WD232;LightSteelBlue;Right;happy;;Local;4;119584;6.8;0.0;1;9997.1;100.0;445.7;1;1818.6;1501.4;22147.8;1818.4;1968.6;175.2;2.0;1.0;8.0;18.2;15.0;1418.0;14.2;177.2
Trial005;13_psan_f.jpg;0.0;9998.2;WD233;Lime;Right;happy;;Local;4;119584;6.8;0.0;1;9998.2;100.0;221.5;2;3503.6;3245.0;47867.1;3470.4;3687.3;158.5;4.0;3.0;14.0;35.0;32.5;3103.2;31.0;221.7
Trial012;13_psan_f.jpg;0.0;9995.5;MD201;Coral;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.5;100.0;4.8;1;372.0;213.6;293.0;213.6;238.7;80.2;1.0;0.0;2.0;3.7;2.1;197.0;2.0;98.5
Trial012;13_psan_f.jpg;0.0;9999.3;MB202;CornflowerBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9999.3;100.0;7.7;1;915.6;640.4;878.7;732.1;807.2;306.8;3.0;2.0;3.0;9.2;6.4;640.4;6.4;213.5
Trial006;13_psan_f.jpg;0.0;9995.8;WD201;Crimson;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.8;100.0;2.4;1;5030.7;2452.6;3365.0;2894.6;4045.9;125.0;2.0;1.0;7.0;50.3;24.5;1067.8;10.7;152.5
Trial012;13_psan_f.jpg;0.0;9997.2;MB203;Cyan;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.2;100.0;11.0;1;776.9;309.5;424.7;368.1;509.8;184.5;2.0;1.0;2.0;7.8;3.1;309.5;3.1;154.8
Trial003;13_psan_f.jpg;0.0;9989.6;MD204;DarkBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9989.6;100.0;4.3;1;525.6;191.7;263.1;191.7;250.2;191.7;1.0;0.0;1.0;5.3;1.9;191.7;1.9;191.7
Trial011;13_psan_f.jpg;0.0;9998.3;MD205;DarkCyan;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.3;100.0;5.1;1;2227.0;833.7;1143.8;1159.1;1275.8;208.2;4.0;3.0;4.0;22.3;8.3;500.1;5.0;125.0
Trial009;13_psan_f.jpg;0.0;9996.6;MD206;DarkGoldenrod;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.6;100.0;4.9;1;457.5;223.3;306.3;223.3;256.6;223.3;1.0;0.0;1.0;4.6;2.2;223.3;2.2;223.3
Trial008;13_psan_f.jpg;0.0;9995.6;MDP207;DarkGray;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.6;100.0;-;-;721.4;0.0;0.0;16.6;16.6;0.0;0.0;-;0.0;7.2;0.0;0.0;0.0;0.0
Trial005;13_psan_f.jpg;0.0;9992.8;WD202;DarkGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;9992.8;100.0;7.1;1;2035.7;1059.7;1454.0;1493.7;1777.4;250.2;6.0;5.0;7.0;20.4;10.6;1051.4;10.5;150.2
Trial002;13_psan_f.jpg;0.0;9994.2;MD208;DarkKhaki;Right;White Space;;Local;5;1285664;72.9;0.0;1;9994.2;100.0;2.3;1;590.5;281.9;386.7;281.9;290.3;81.8;1.0;0.0;2.0;5.9;2.8;173.5;1.7;86.7
Trial006;13_psan_f.jpg;0.0;9997.0;WD203;DarkMagenta;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.0;100.0;3.6;1;408.4;208.4;285.9;283.5;308.5;208.4;1.0;0.0;1.0;4.1;2.1;208.4;2.1;208.4
Trial008;13_psan_f.jpg;0.0;9993.1;MD211;DarkOliveGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;9993.1;100.0;7.9;1;2402.3;2335.7;3204.7;2419.2;2502.7;250.2;4.0;3.0;8.0;24.0;23.4;2102.0;21.0;262.7
Trial011;13_psan_f.jpg;0.0;9996.5;WD204;DarkOrange;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.5;100.0;4.0;1;1091.7;557.8;765.4;966.6;1275.2;182.5;5.0;4.0;5.0;10.9;5.6;557.8;5.6;111.6
Trial005;13_psan_f.jpg;0.0;9995.1;MD212;DarkOrchid;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.1;100.0;3.4;1;448.4;106.6;146.3;106.6;248.5;106.6;1.0;0.0;1.0;4.5;1.1;106.6;1.1;106.6
Trial012;13_psan_f.jpg;0.0;9996.4;WD205;DarkRed;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.4;100.0;10.2;1;1143.8;493.2;676.7;501.5;1402.3;217.9;3.0;2.0;3.0;11.4;4.9;493.2;4.9;164.4
Trial005;13_psan_f.jpg;0.0;9992.0;MD213;DarkSalmon;Right;White Space;;Local;5;1285664;72.9;0.0;1;9992.0;100.0;6.8;1;733.9;609.0;835.5;609.0;675.7;216.9;2.0;1.0;2.0;7.3;6.1;609.0;6.1;304.5
Trial011;13_psan_f.jpg;0.0;10001.0;MD208 (1);DarkSeaGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;10001.0;100.0;11.3;1;446.8;179.7;246.6;179.7;204.7;179.7;1.0;0.0;1.0;4.5;1.8;179.7;1.8;179.7
Trial003;13_psan_f.jpg;0.0;9996.9;MD209;DarkSlateBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.9;100.0;3.3;1;533.6;216.8;297.5;275.4;300.3;216.8;1.0;0.0;1.0;5.3;2.2;216.8;2.2;216.8
Trial007;13_psan_f.jpg;0.0;9996.5;MD214;DarkSlateGray;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.5;100.0;8.2;1;1850.8;1400.9;1922.0;1717.8;2118.2;166.3;5.0;4.0;7.0;18.5;14.0;1375.7;13.8;196.5
Trial009;13_psan_f.jpg;0.0;9990.4;MD215;DarkTurquoise;Right;White Space;;Local;5;1285664;72.9;0.0;1;9990.4;100.0;5.3;1;3461.7;3303.4;4532.4;3386.7;3420.1;183.5;2.0;1.0;6.0;34.7;33.1;3270.2;32.7;545.0
